;58;63;59;41;39;40;61;62;global
Moyenne;53.90316162120183;121.42263593297244;144.8365220838667;87.9162784839429;99.5763893318553;53.32612559809574;118.41044911626994;170.1649556484203;106.02626544317376
Écart-type;3467.3423454238746;12520.401498393625;12834.485178034423;2908.971309258438;4034.1173625171677;1543.440055234185;8512.516395415625;19276.404896394346;10087.11436867837
Médiane;15.442133479939923;21.144586655799;17.83013648292784;14.231767108497149;12.922895426814218;12.12461363073204;20.869872073329088;16.466118787893926;15.909793942293234
Minimum;0.8016291451985438;0.5408048210252202;0.8445487569812081;0.4098115670711999;0.6131484074933046;0.7639729704385723;0.4425555228696569;0.27881854845786647;0.27881854845786647
Maximum;2255231.9508188595;9599099.034018552;9109556.15122655;930191.9239969607;1737327.965541174;728580.4780562642;5400827.910156086;14385334.511354007;14385334.511354007
