;39-40;39-41;39-58;39-59;39-61;39-62;39-63;40-41;40-58;40-59;40-61;40-62;40-63;41-58;41-59;41-61;41-62;41-63;58-59;58-61;58-62;58-63;59-61;59-62;59-63;61-62;61-63;62-63;global
Moyenne;10.658324835839062;39.038180113330135;19.378288820783652;10.80655578191641;10.923339288102222;44.669909117391256;17.78350263878616;25.324060275372954;79.26882628166989;17.082978107569204;86.28976010957022;14.406198622902691;13.854218521196463;45.425443483162525;42.285446216380265;14.344814666141078;54.55647640912853;24.695608385138865;20.1187372758831;29.48448666854595;20.40794558765531;14.66496063872779;15.830041991933355;21.7585446937885;26.674831870167058;17.807377716807185;24.2607926221815;8.85709726670203;27.389472632408133
Écart-type;36.03208077815504;1497.8956100606922;417.2966276375596;61.07098886158092;21.077298129616686;1330.2403120892784;350.7286913370501;571.7698125364122;2181.65057143959;457.2355320216687;1595.3207021080805;153.96285324369586;179.81259990745176;1939.129348107907;1990.8697443608714;70.83478655668263;2642.8246906713184;762.9346306064973;341.34849259201025;360.6023636594875;214.3578194523843;43.31161381876208;39.98836564114271;301.79466410123416;931.0014160003933;42.37987005366445;468.0550706881488;52.51675839484178;1036.3403739722253
Médiane;3.941999058879128;3.4113954988272193;5.425871700132156;4.435705200397999;4.93630138878992;2.2335027936964096;5.186893794829995;4.024079637940064;4.8257967614223976;4.214107046157395;4.087834317139285;4.315136861692839;4.475888813347405;4.377249044450554;4.903132920965027;4.8644413539950815;4.307026192484919;5.28993111686885;6.085036311751738;5.461380826478702;5.594633705571246;6.988905456637042;6.801865737402931;4.908872013540954;5.355852962850047;6.177039147183841;7.602572574794421;6.444479142123756;4.94365855439024
Minimum;0.7639729704385723;0.4098115670711999;0.8016291451985438;0.6951608001628563;0.4425555228696569;0.27881854845786647;0.5408048210252202;0.6384464180720234;0.8773966412253448;0.8242983096423376;0.4881970616473404;0.507003921557089;0.627336213785107;0.49908711919103116;0.6915708556963053;1.4356191162750882;0.973051351420277;1.249736109654642;1.0585966932897688;0.8613269099586325;0.6929422737571858;0.9735308748831513;0.6015204208186498;0.5590032250142076;0.5636070406633532;0.7280475701451761;1.8947709188445805;1.2381260629368447;0.27881854845786647
Maximum;1921.9363431186089;248135.9274308467;76416.17456470776;5286.197561675256;242.66708259534317;156377.56321936162;55561.312253761156;74378.89286602549;174822.05530015455;77312.5978254167;202880.15360122744;26693.24897959815;25703.669296426622;411630.2427341215;369190.51508684666;8753.368860894549;530991.5719724488;138759.67391426454;46206.74863154615;39813.46006144743;32741.64460909547;4434.9171589942425;1382.6810701713125;25182.930078783193;134893.66642470626;479.53140500789686;87310.21934268485;10080.759340712686;530991.5719724488
